Frequency,AGE,MonthlyIncome
Monthly,31.0,94000.0
Monthly,48.0,250000.0
Half Yearly,27.0,83333.33
Monthly,,
Monthly,43.0,86333.33
Quatrly,41.0,41666.67
Monthly,32.0,119166.67
Monthly,50.0,143333.33
Quatrly,46.0,60833.33
Quatrly,38.0,37500.0
Monthly,28.0,41666.67
Monthly,,
Quatrly,40.0,4083.33
Quatrly,36.0,37500.0
Quatrly,26.0,46076.5
Quatrly,47.0,44895.83
Monthly,46.0,40208.33
Quatrly,61.0,25336.17
Monthly,27.0,17090.0
Monthly,38.0,14725.83
Monthly,33.0,14097.5
Monthly,24.0,16821.0
Monthly,56.0,83804.75
Monthly,24.0,33333.33
Monthly,34.0,19083.33
Monthly,26.0,25000.0
Monthly,,
Quatrly,42.0,58333.33
Monthly,,
Quatrly,62.0,16666.67
Monthly,27.0,33127.25
Monthly,37.0,12951.92
Quatrly,36.0,16666.67
Quatrly,34.0,41666.67
Quatrly,54.0,50000.0
Monthly,46.0,25000.0
Monthly,29.0,30000.0
Quatrly,42.0,15000.0
Quatrly,27.0,33333.33
Quatrly,48.0,18750.0
Monthly,22.0,12500.0
Monthly,42.0,58333.33
Monthly,42.0,58333.33
Quatrly,46.0,16666.67
Monthly,48.0,12500.0
Monthly,36.0,25000.0
Quatrly,32.0,18750.0
Monthly,25.0,36083.33
Monthly,31.0,26333.33
Monthly,31.0,33333.33
Monthly,50.0,25000.0
Monthly,46.0,141666.67
Monthly,48.0,86666.67
Quatrly,50.0,26800.0
Monthly,39.0,25750.0
Monthly,39.0,20833.33
Monthly,,
Monthly,38.0,50000.0
Monthly,37.0,33333.33
Monthly,60.0,20833.33
Monthly,37.0,8333.33
Monthly,47.0,16666.67
Monthly,29.0,16666.67
Monthly,53.0,45833.33
Monthly,43.0,66666.67
Monthly,46.0,25000.0
Quatrly,43.0,41666.67
Monthly,44.0,33333.33
Monthly,22.0,37500.0
Monthly,41.0,100000.0
Monthly,31.0,33333.33
Monthly,20.0,87500.0
Monthly,31.0,15416.67
Monthly,31.0,56810.0
Quatrly,43.0,41666.67
Quatrly,42.0,33333.33
Monthly,24.0,120833.33
Monthly,24.0,120833.33
Monthly,48.0,29166.67
Quatrly,48.0,50000.0
Quatrly,25.0,37500.0
Monthly,34.0,29166.67
Monthly,34.0,41666.67
Quatrly,49.0,25000.0
Quatrly,,
Quatrly,50.0,29166.67
Quatrly,53.0,83333.33
Monthly,37.0,50000.0
Quatrly,36.0,41666.67
Quatrly,25.0,37500.0
Monthly,35.0,35833.33
Monthly,36.0,150000.0
Monthly,23.0,29166.67
Monthly,23.0,29166.67
Monthly,26.0,14166.67
Monthly,31.0,18333.33
Monthly,21.0,22466.67
Monthly,44.0,20000.0
Monthly,40.0,11250.0
Quatrly,53.0,11200.0
Quatrly,38.0,67583.33
Quatrly,25.0,16666.67
Quatrly,51.0,11666.67
Quatrly,43.0,35000.0
Half Yearly,36.0,20416.67
Monthly,48.0,28750.0
Quatrly,32.0,31026.0
Half Yearly,37.0,97166.67
Monthly,,
Quatrly,38.0,20833.33
Quatrly,55.0,58125.0
Half Yearly,39.0,48833.33
Quatrly,33.0,46166.67
Quatrly,33.0,42500.0
Quatrly,25.0,39166.67
Quatrly,48.0,43333.33
Monthly,18.0,20833.33
Quatrly,32.0,20833.33
Quatrly,30.0,36000.0
Monthly,34.0,50000.0
Quatrly,44.0,15000.0
Half Yearly,46.0,19166.67
Monthly,60.0,81500.0
Quatrly,25.0,41666.67
Quatrly,38.0,24500.0
Quatrly,45.0,69166.67
Quatrly,26.0,35833.33
Quatrly,25.0,45833.33
Quatrly,37.0,53333.33
Quatrly,30.0,40000.0
Monthly,45.0,76833.33
Monthly,,
Half Yearly,34.0,13916.67
Quatrly,26.0,19500.0
Half Yearly,26.0,27333.33
BI-Monthly,49.0,60000.0
Monthly,43.0,65000.0
Monthly,43.0,120000.0
Quatrly,36.0,60000.0
Quatrly,53.0,30000.0
Monthly,31.0,99958.33
Quatrly,35.0,44166.67
Monthly,31.0,612333.33
Monthly,34.0,559958.33
Quatrly,47.0,46625.0
Quatrly,32.0,32083.33
Quatrly,26.0,30000.0
Quatrly,29.0,620000.0
Quatrly,39.0,27000.0
Quatrly,34.0,66000.0
Quatrly,42.0,30000.0
Quatrly,36.0,28500.0
Quatrly,21.0,27083.33
Quatrly,50.0,30416.67
Quatrly,28.0,28333.33
Quatrly,49.0,30416.67
Quatrly,42.0,29166.67
Quatrly,21.0,30416.67
Quatrly,49.0,29166.67
Quatrly,32.0,30416.67
Quatrly,41.0,30416.67
Monthly,40.0,50000.0
Quatrly,42.0,28333.33
Quatrly,24.0,32666.67
Quatrly,51.0,30416.67
Quatrly,39.0,30416.67
Monthly,32.0,125000.0
Quatrly,37.0,350083.33
Quatrly,50.0,30416.67
Quatrly,26.0,45000.0
Quatrly,29.0,39541.67
Quatrly,33.0,68333.33
Quatrly,26.0,27375.0
Monthly,34.0,39541.67
Quatrly,27.0,45625.0
Monthly,38.0,45625.0
Monthly,25.0,39541.67
Monthly,25.0,45625.0
Monthly,27.0,45625.0
Monthly,26.0,45625.0
Monthly,22.0,45625.0
Monthly,24.0,39541.67
Monthly,41.0,63750.0
Monthly,59.0,30416.67
Monthly,34.0,30416.67
Monthly,47.0,60833.33
Monthly,32.0,60833.33
Monthly,50.0,71666.67
Monthly,52.0,60833.33
Monthly,46.0,30416.67
Monthly,29.0,60833.33
Monthly,25.0,45000.0
Monthly,48.0,60833.33
Monthly,33.0,26666.67
Monthly,49.0,60000.0
Monthly,51.0,47083.33
Monthly,30.0,70833.33
Monthly,53.0,38750.0
Monthly,61.0,84600.0
Monthly,61.0,36500.0
Monthly,65.0,36500.0
Monthly,45.0,63750.0
Monthly,50.0,36500.0
Monthly,31.0,82083.33
Monthly,47.0,45625.0
Monthly,42.0,36500.0
Monthly,51.0,66500.0
Monthly,28.0,36500.0
Monthly,53.0,36500.0
Monthly,39.0,61250.0
Monthly,29.0,45625.0
Monthly,43.0,47916.67
Monthly,43.0,45625.0
Quatrly,48.0,71300.0
Monthly,20.0,27375.0
Monthly,26.0,51000.0
Monthly,45.0,94000.0
Monthly,47.0,31937.5
Monthly,50.0,36500.0
Monthly,30.0,45000.0
Monthly,58.0,133250.0
Monthly,27.0,24333.33
Monthly,35.0,27375.0
Monthly,28.0,63541.67
Monthly,31.0,90000.0
Monthly,48.0,60833.33
Monthly,43.0,36500.0
Monthly,46.0,118766.67
Monthly,22.0,112375.0
Monthly,47.0,90000.0
Monthly,42.0,71666.67
Monthly,47.0,90000.0
Monthly,24.0,36500.0
Monthly,39.0,95200.0
Monthly,26.0,31937.5
Monthly,50.0,36500.0
Monthly,39.0,45625.0
Monthly,38.0,114500.0
Monthly,36.0,90000.0
Monthly,32.0,9000.0
Monthly,30.0,129166.67
Monthly,38.0,45041.67
Monthly,40.0,54750.0
Monthly,46.0,57083.33
Quatrly,51.0,60208.33
Monthly,56.0,37500.0
Quatrly,32.0,50000.0
Quatrly,41.0,36500.0
Quatrly,31.0,45625.0
Quatrly,59.0,90000.0
Quatrly,28.0,115416.67
Monthly,24.0,90000.0
Quatrly,25.0,36000.0
Quatrly,41.0,60833.33
Quatrly,55.0,54750.0
Quatrly,28.0,52183.33
Quatrly,39.0,111466.67
Monthly,35.0,89000.0
Quatrly,47.0,45625.0
Quatrly,32.0,45625.0
Quatrly,45.0,45625.0
Quatrly,40.0,1058875.0
Monthly,37.0,173000.0
Quatrly,22.0,50500.0
Quatrly,52.0,90000.0
Quatrly,42.0,155000.0
Quatrly,31.0,48666.67
Monthly,57.0,121666.67
Quatrly,24.0,91250.0
Quatrly,39.0,136916.67
Quatrly,25.0,158200.0
Quatrly,23.0,12166.67
Quatrly,49.0,91250.0
Quatrly,43.0,40000.0
Quatrly,52.0,101250.0
Quatrly,27.0,106583.33
Quatrly,34.0,186583.33
Quatrly,45.0,180000.0
Quatrly,19.0,91333.33
Quatrly,21.0,83333.33
Monthly,35.0,66666.67
Monthly,35.0,50000.0
Monthly,46.0,41666.67
Monthly,28.0,41666.67
Quatrly,46.0,25000.0
Half Yearly,35.0,20833.33
Monthly,48.0,26152.67
Monthly,40.0,66500.0
Quatrly,41.0,20833.33
Quatrly,26.0,29166.67
Monthly,40.0,30000.0
Monthly,30.0,33333.33
Monthly,24.0,25000.0
Monthly,36.0,29166.67
Monthly,35.0,50000.0
Monthly,38.0,41666.67
Monthly,37.0,69166.67
Monthly,43.0,41666.67
Monthly,29.0,41666.67
Monthly,39.0,58333.33
Monthly,29.0,29166.67
Monthly,41.0,50000.0
Quatrly,20.0,29166.67
Monthly,41.0,66666.67
Quatrly,26.0,33333.33
Quatrly,33.0,66937.5
Monthly,47.0,41666.67
Monthly,34.0,33333.33
Monthly,29.0,69916.67
Quatrly,40.0,50000.0
Monthly,47.0,104150.0
Quatrly,39.0,28600.0
Quatrly,61.0,33333.33
Quatrly,29.0,31666.67
Monthly,30.0,57166.67
Monthly,28.0,25000.0
Monthly,38.0,20833.33
Monthly,25.0,34000.0
Monthly,48.0,40833.33
Monthly,26.0,33333.33
Monthly,39.0,29166.67
Monthly,37.0,31666.67
Monthly,31.0,30000.0
Monthly,36.0,33333.33
Monthly,45.0,28333.33
Monthly,59.0,41666.67
Monthly,50.0,
Monthly,31.0,27233.33
Quatrly,29.0,34166.67
Quatrly,33.0,50000.0
Monthly,22.0,33333.33
Monthly,25.0,33333.33
Quatrly,21.0,26666.67
Quatrly,23.0,25000.0
Quatrly,29.0,41666.67
Monthly,29.0,26541.67
Monthly,26.0,34900.0
Quatrly,32.0,35166.67
Monthly,37.0,34308.33
Quatrly,49.0,37500.0
Quatrly,52.0,48687.5
Quatrly,50.0,47020.83
Quatrly,45.0,50000.0
Quatrly,51.0,58625.0
Monthly,34.0,41666.67
Monthly,42.0,49313.67
Quatrly,43.0,41666.67
Quatrly,41.0,58333.33
Quatrly,44.0,70833.33
Monthly,44.0,41666.67
Monthly,26.0,41666.67
Monthly,47.0,41666.67
Quatrly,55.0,41666.67
Half Yearly,20.0,53333.33
Quatrly,21.0,33333.33
Monthly,29.0,45833.33
Monthly,37.0,41666.67
Quatrly,28.0,45833.33
Quatrly,46.0,45833.33
Monthly,51.0,29166.67
Quatrly,34.0,16666.67
Monthly,25.0,41666.67
Quatrly,32.0,41666.67
Monthly,38.0,41666.67
Quatrly,39.0,41666.67
Quatrly,42.0,91666.67
Quatrly,51.0,41666.67
Quatrly,36.0,45833.33
Monthly,26.0,64083.33
Quatrly,34.0,56250.0
Quatrly,23.0,91250.0
Quatrly,70.0,41666.67
Quatrly,36.0,37500.0
Quatrly,28.0,51250.0
Quatrly,59.0,60000.0
Quatrly,36.0,8333.33
Quatrly,31.0,42500.0
Quatrly,24.0,37500.0
Quatrly,37.0,45000.0
Quatrly,56.0,50000.0
Quatrly,46.0,45000.0
Quatrly,23.0,50000.0
Quatrly,73.0,54166.67
Quatrly,56.0,45000.0
Quatrly,39.0,41666.67
Monthly,39.0,29166.67
Quatrly,40.0,40000.0
Quatrly,34.0,41666.67
Quatrly,48.0,800833.33
Quatrly,50.0,66666.67
Quatrly,35.0,85000.0
Quatrly,29.0,31666.67
Quatrly,43.0,27000.0
Quatrly,30.0,37500.0
Quatrly,24.0,41666.67
Monthly,40.0,27000.0
Quatrly,25.0,33333.33
Monthly,40.0,41666.67
Quatrly,38.0,30000.0
Quatrly,28.0,37500.0
Quatrly,28.0,41666.67
Quatrly,25.0,41666.67
Monthly,53.0,83333.33
Quatrly,30.0,16405.0
Monthly,35.0,5000.0
Quatrly,43.0,9166.67
Quatrly,35.0,17938.33
Quatrly,40.0,20833.33
Quatrly,37.0,20833.33
Monthly,33.0,14166.67
Monthly,30.0,8333.33
Monthly,55.0,41583.33
Monthly,37.0,20833.33
Monthly,29.0,12500.0
Monthly,27.0,18687.5
Quatrly,41.0,27208.33
Quatrly,35.0,26887.5
Monthly,29.0,12500.0
Quatrly,42.0,37500.0
Quatrly,48.0,29166.67
Quatrly,48.0,19219.0
Monthly,37.0,56666.67
Half Yearly,46.0,36166.67
Half Yearly,25.0,23750.0
Quatrly,35.0,17750.0
Monthly,40.0,21250.0
Monthly,56.0,23750.0
Monthly,22.0,20833.33
Quatrly,50.0,20833.33
Quatrly,45.0,20833.33
Monthly,41.0,25000.0
Monthly,41.0,50000.0
Monthly,26.0,33333.33
Monthly,35.0,20833.33
Monthly,25.0,20833.33
Monthly,50.0,25000.0
Monthly,44.0,33333.33
Quatrly,30.0,33333.33
Monthly,26.0,33333.33
Quatrly,42.0,33333.33
Monthly,50.0,50000.0
Quatrly,33.0,33333.33
Quatrly,41.0,33333.33
Quatrly,21.0,33333.33
Quatrly,41.0,33333.33
Monthly,35.0,33333.33
Monthly,47.0,30833.33
Monthly,56.0,39000.0
BI-Monthly,33.0,31041.67
BI-Monthly,37.0,52500.0
Quatrly,49.0,100000.0
Monthly,34.0,27500.0
BI-Monthly,34.0,64500.0
Monthly,57.0,35588.33
Monthly,36.0,41666.67
Monthly,21.0,37333.33
Monthly,41.0,39000.0
Quatrly,26.0,37500.0
Quatrly,26.0,20833.33
BI-Monthly,36.0,50000.0
BI-Monthly,37.0,28500.0
Quatrly,53.0,37500.0
Quatrly,51.0,20833.33
Monthly,34.0,20833.33
Monthly,26.0,62500.0
Monthly,29.0,33333.33
Quatrly,25.0,20833.33
Monthly,44.0,41666.67
Monthly,35.0,50000.0
BI-Monthly,30.0,20833.33
Quatrly,50.0,20833.33
Quatrly,49.0,20833.33
Monthly,26.0,20833.33
Quatrly,25.0,53083.33
Quatrly,29.0,25000.0
Quatrly,53.0,20833.33
BI-Monthly,37.0,20833.33
BI-Monthly,28.0,20833.33
BI-Monthly,59.0,28033.33
Monthly,24.0,29166.67
Monthly,22.0,31666.67
Quatrly,53.0,20833.33
BI-Monthly,41.0,25000.0
Monthly,47.0,20833.33
Quatrly,48.0,25000.0
Quatrly,35.0,20833.33
Monthly,49.0,119000.0
Monthly,40.0,50500.0
Quatrly,34.0,33333.33
BI-Monthly,26.0,28500.0
BI-Monthly,28.0,34583.33
Monthly,28.0,20833.33
Quatrly,51.0,25000.0
BI-Monthly,32.0,26250.0
Monthly,49.0,43750.0
Monthly,23.0,25000.0
Monthly,32.0,25000.0
Monthly,31.0,25000.0
Monthly,25.0,33333.33
Monthly,53.0,25000.0
Monthly,30.0,20833.33
Monthly,44.0,25000.0
Monthly,53.0,25000.0
Monthly,50.0,20833.33
Monthly,26.0,21666.67
Monthly,50.0,21416.67
Monthly,29.0,20833.33
Monthly,46.0,29166.67
Monthly,23.0,21416.67
Monthly,32.0,26666.67
Monthly,39.0,25000.0
Monthly,33.0,75000.0
Monthly,30.0,33333.33
Monthly,21.0,25000.0
Monthly,29.0,33333.33
Monthly,44.0,20833.33
Monthly,34.0,25000.0
Quatrly,21.0,25000.0
Monthly,37.0,33333.33
Monthly,37.0,25000.0
Monthly,24.0,29166.67
Monthly,24.0,27083.33
Monthly,33.0,29166.67
Monthly,28.0,29166.67
Monthly,51.0,33333.33
Monthly,43.0,33333.33
Monthly,32.0,25000.0
Monthly,37.0,29166.67
Monthly,44.0,33333.33
Monthly,28.0,33333.33
Monthly,46.0,30000.0
Monthly,24.0,29166.67
Monthly,32.0,29166.67
Monthly,,
Monthly,56.0,34166.67
Monthly,24.0,29166.67
Monthly,27.0,29166.67
Monthly,45.0,41666.67
Monthly,33.0,33333.33
Monthly,55.0,45833.33
Monthly,22.0,33333.33
Monthly,35.0,33333.33
Monthly,25.0,33333.33
Monthly,35.0,33333.33
Monthly,25.0,33333.33
Monthly,26.0,33333.33
Monthly,52.0,41666.67
Monthly,35.0,33333.33
Quatrly,24.0,34166.67
Monthly,35.0,33333.33
Monthly,54.0,33333.33
Monthly,25.0,40833.33
Monthly,21.0,33333.33
Monthly,44.0,41666.67
Monthly,19.0,33333.33
Monthly,39.0,33333.33
Monthly,19.0,33333.33
Monthly,58.0,50000.0
Monthly,44.0,40833.33
Monthly,38.0,41666.67
Quatrly,22.0,33333.33
Monthly,54.0,41666.67
Quatrly,41.0,33333.33
Monthly,54.0,33333.33
Quatrly,59.0,54166.67
Quatrly,26.0,41666.67
Monthly,37.0,33333.33
Monthly,38.0,37500.0
Quatrly,18.0,25000.0
Quatrly,48.0,45833.33
Monthly,29.0,33333.33
Quatrly,41.0,33333.33
Monthly,18.0,33333.33
Quatrly,47.0,66666.67
Monthly,23.0,16666.67
Monthly,20.0,25000.0
Monthly,34.0,25000.0
Monthly,30.0,50000.0
Monthly,38.0,41666.67
Quatrly,28.0,41666.67
Monthly,38.0,25000.0
Monthly,36.0,25000.0
Monthly,44.0,25000.0
Quatrly,31.0,16566.67
Half Yearly,47.0,59583.33
Quatrly,49.0,24900.0
Quatrly,34.0,42500.0
Quatrly,32.0,52958.33
Quatrly,50.0,41500.0
Quatrly,31.0,57200.0
Monthly,27.0,28600.0
Quatrly,45.0,28600.0
Monthly,52.0,28600.0
Quatrly,36.0,28600.0
Monthly,45.0,47266.67
Quatrly,54.0,28600.0
Quatrly,46.0,28600.0
Quatrly,46.0,28600.0
Quatrly,28.0,28600.0
Quatrly,32.0,28600.0
Quatrly,28.0,28600.0
Quatrly,27.0,28600.0
Monthly,23.0,28000.0
Quatrly,38.0,264000.0
Quatrly,38.0,73000.0
Quatrly,37.0,48000.0
Monthly,34.0,54531.25
Quatrly,62.0,28000.0
Quatrly,35.0,28000.0
Quatrly,28.0,48000.0
Quatrly,45.0,264000.0
Quatrly,46.0,48000.0
Quatrly,56.0,48000.0
Quatrly,30.0,45000.0
BI-Monthly,31.0,28000.0
Quatrly,30.0,56000.0
Quatrly,40.0,48000.0
Quatrly,38.0,28000.0
Quatrly,25.0,53000.0
Quatrly,59.0,27437.5
Quatrly,55.0,48000.0
Quatrly,43.0,48000.0
Monthly,49.0,148000.0
Quatrly,42.0,312000.0
Monthly,44.0,213000.0
BI-Monthly,46.0,48000.0
Quatrly,30.0,49687.5
Quatrly,36.0,48000.0
Quatrly,45.0,40707.0
Quatrly,41.0,28000.0
BI-Monthly,33.0,48000.0
Monthly,41.0,77791.67
Quatrly,29.0,48000.0
BI-Monthly,27.0,51000.0
Quatrly,41.0,96000.0
Quatrly,31.0,62000.0
Quatrly,40.0,48000.0
Quatrly,27.0,48000.0
Quatrly,35.0,48000.0
Monthly,69.0,48000.0
Monthly,32.0,48000.0
Quatrly,44.0,144000.0
Quatrly,42.0,96000.0
Quatrly,24.0,40000.0
Quatrly,44.0,93750.0
Quatrly,46.0,95833.33
Quatrly,36.0,30000.0
Monthly,25.0,28000.0
Half Yearly,62.0,131666.67
Quatrly,29.0,48000.0
Quatrly,30.0,28000.0
Quatrly,31.0,27833.33
Monthly,30.0,96000.0
Monthly,39.0,28000.0
Monthly,34.0,128000.0
Monthly,28.0,28333.33
Monthly,36.0,40000.0
Monthly,29.0,48000.0
Monthly,37.0,30000.0
Monthly,47.0,62500.0
Monthly,49.0,46666.67
Monthly,20.0,20000.0
Monthly,26.0,20000.0
Monthly,28.0,35935.83
Monthly,48.0,20000.0
Monthly,45.0,20000.0
Monthly,24.0,120000.0
Monthly,26.0,20000.0
Monthly,35.0,20000.0
Monthly,24.0,20000.0
Monthly,34.0,54208.33
Monthly,43.0,39166.67
Monthly,27.0,36666.67
Monthly,40.0,43750.0
Monthly,28.0,37500.0
Quatrly,48.0,60416.67
Quatrly,27.0,12500.0
Quatrly,42.0,33333.33
Monthly,46.0,39166.67
Quatrly,24.0,26416.67
Quatrly,23.0,25000.0
Monthly,26.0,20000.0
Half Yearly,47.0,20833.33
Quatrly,22.0,36250.0
Half Yearly,45.0,31250.0
Quatrly,47.0,25000.0
Half Yearly,24.0,28666.67
Quatrly,19.0,26500.0
Quatrly,50.0,47183.33
Quatrly,29.0,33333.33
Quatrly,38.0,30000.0
Quatrly,28.0,98000.0
Quatrly,34.0,85416.67
Quatrly,24.0,26250.0
Quatrly,42.0,29166.67
Quatrly,28.0,18333.33
Quatrly,29.0,25000.0
Quatrly,50.0,69166.67
Monthly,27.0,25416.67
Monthly,41.0,4166.67
Monthly,31.0,10833.33
Quatrly,24.0,33333.33
Monthly,35.0,14333.33
Quatrly,45.0,19166.67
Quatrly,56.0,16666.67
Quatrly,21.0,20833.33
Monthly,40.0,44166.67
Quatrly,36.0,20833.33
Quatrly,30.0,25000.0
Quatrly,50.0,25000.0
Quatrly,48.0,41666.67
Quatrly,42.0,25000.0
Monthly,46.0,40000.0
Monthly,41.0,40000.0
Monthly,27.0,40000.0
Quatrly,22.0,40000.0
Quatrly,37.0,38000.0
Quatrly,46.0,40000.0
Monthly,51.0,69250.0
Quatrly,40.0,33333.33
Quatrly,29.0,85000.0
Monthly,50.0,33333.33
Monthly,58.0,33333.33
Quatrly,22.0,37500.0
Monthly,24.0,16666.67
Monthly,56.0,41666.67
Monthly,31.0,41666.67
Quatrly,59.0,33333.33
Monthly,49.0,72500.0
Monthly,29.0,41666.67
Quatrly,32.0,25000.0
Quatrly,39.0,31250.0
Quatrly,46.0,20833.33
Monthly,28.0,25000.0
Monthly,59.0,20333.33
Monthly,64.0,20800.0
Monthly,45.0,22500.0
Monthly,36.0,166666.67
Quatrly,41.0,29166.67
Quatrly,57.0,33333.33
Monthly,35.0,25000.0
Quatrly,23.0,13000.0
Quatrly,31.0,25000.0
Monthly,44.0,25000.0
Monthly,41.0,25000.0
Monthly,23.0,14166.67
Monthly,44.0,15000.0
Monthly,31.0,29166.67
Monthly,34.0,30524.67
Monthly,38.0,41666.67
Quatrly,46.0,29166.67
Quatrly,36.0,25000.0
Monthly,31.0,36000.0
Monthly,45.0,50000.0
Monthly,40.0,43033.33
Quatrly,58.0,77766.67
Monthly,38.0,41666.67
Monthly,38.0,41666.67
Monthly,44.0,41666.67
Monthly,40.0,33333.33
Quatrly,36.0,25000.0
Monthly,52.0,16666.67
Quatrly,48.0,33333.33
Monthly,27.0,29166.67
Monthly,36.0,33333.33
Quatrly,41.0,50000.0
Quatrly,41.0,97415.0
Monthly,23.0,55245.83
Quatrly,48.0,117333.33
Quatrly,48.0,44568.83
Quatrly,49.0,58333.33
Quatrly,43.0,50000.0
Quatrly,41.0,77500.0
Quatrly,40.0,51166.67
Quatrly,37.0,33333.33
Monthly,41.0,39635.42
Monthly,47.0,30833.33
Monthly,51.0,25000.0
Monthly,42.0,30833.33
Quatrly,39.0,50000.0
Quatrly,26.0,41666.67
Quatrly,34.0,41666.67
Quatrly,27.0,43966.58
Quatrly,31.0,29166.67
Quatrly,34.0,20833.33
Quatrly,37.0,34166.67
Quatrly,39.0,50000.0
Monthly,33.0,58333.33
Quatrly,33.0,70833.33
Quatrly,56.0,45833.33
Quatrly,21.0,58333.33
Monthly,45.0,33333.33
Monthly,26.0,33333.33
BI-Monthly,44.0,58333.33
Monthly,26.0,71000.0
Half Yearly,47.0,90000.0
Half Yearly,31.0,29916.67
Half Yearly,37.0,76500.0
Half Yearly,33.0,72500.0
Half Yearly,35.0,47916.67
Half Yearly,36.0,47916.67
Half Yearly,64.0,91666.67
Half Yearly,55.0,102916.67
Half Yearly,50.0,42750.0
Half Yearly,48.0,21666.67
Half Yearly,39.0,37500.0
Half Yearly,48.0,53500.0
Half Yearly,31.0,66666.67
Half Yearly,38.0,50833.33
Half Yearly,37.0,126666.67
Half Yearly,33.0,62500.0
Half Yearly,37.0,16250.0
Half Yearly,47.0,72916.67
Half Yearly,48.0,51250.0
Half Yearly,18.0,25000.0
Half Yearly,29.0,25000.0
Half Yearly,27.0,22500.0
Half Yearly,32.0,53166.67
Half Yearly,31.0,38750.0
Half Yearly,24.0,50000.0
Half Yearly,31.0,8333.33
Half Yearly,44.0,66666.67
Half Yearly,40.0,81666.67
Half Yearly,39.0,73333.33
Half Yearly,30.0,71233.33
Half Yearly,49.0,28992.33
Half Yearly,36.0,90416.67
Half Yearly,21.0,17500.0
Half Yearly,41.0,122083.33
Half Yearly,31.0,80000.0
Half Yearly,34.0,41666.67
Monthly,43.0,47500.0
Half Yearly,42.0,56250.0
Half Yearly,36.0,35000.0
Half Yearly,32.0,25000.0
Half Yearly,29.0,45833.33
Half Yearly,29.0,70000.0
Half Yearly,40.0,65750.0
Half Yearly,30.0,129166.67
Half Yearly,61.0,171666.67
Half Yearly,42.0,30666.67
Half Yearly,52.0,70833.33
Half Yearly,21.0,45833.33
Half Yearly,22.0,30833.33
Half Yearly,71.0,99166.67
Half Yearly,29.0,34333.33
Half Yearly,33.0,416.67
Half Yearly,29.0,416.67
Half Yearly,27.0,32916.67
Half Yearly,27.0,416.67
Half Yearly,34.0,33958.33
Half Yearly,34.0,25750.0
Half Yearly,52.0,26166.67
Half Yearly,39.0,49333.33
Half Yearly,27.0,23666.67
Half Yearly,39.0,35791.67
Half Yearly,22.0,138833.33
Half Yearly,56.0,67916.67
Half Yearly,39.0,64708.33
Half Yearly,31.0,37447.92
Half Yearly,57.0,50833.33
Half Yearly,37.0,26583.33
Quatrly,38.0,27083.33
Half Yearly,50.0,26250.0
Half Yearly,19.0,83.33
Half Yearly,32.0,47333.33
Half Yearly,56.0,49750.0
Half Yearly,33.0,50833.33
Half Yearly,49.0,50000.0
Monthly,47.0,55000.0
Half Yearly,23.0,28083.33
Half Yearly,45.0,71250.0
Half Yearly,64.0,41916.67
Half Yearly,24.0,50833.33
Half Yearly,33.0,40166.67
Half Yearly,54.0,73750.0
Half Yearly,35.0,110500.0
Half Yearly,25.0,64083.33
Half Yearly,32.0,37916.67
Half Yearly,53.0,58333.33
Half Yearly,33.0,27083.33
Half Yearly,38.0,32250.0
Monthly,58.0,33333.33
Monthly,45.0,34166.67
Half Yearly,55.0,27500.0
Monthly,31.0,11000.0
Monthly,46.0,10166.67
Monthly,33.0,7750.0
Monthly,34.0,8166.67
Monthly,43.0,21666.67
Monthly,28.0,10375.0
Half Yearly,42.0,6750.0
Monthly,34.0,6000.0
Half Yearly,34.0,32333.33
Monthly,42.0,18500.0
Monthly,34.0,0.0
Monthly,47.0,33333.33
Monthly,57.0,27333.33
Monthly,35.0,10666.67
Monthly,43.0,21528.0
Monthly,55.0,34440.0
Monthly,33.0,29000.0
Monthly,39.0,20833.33
Monthly,26.0,7917.0
Monthly,47.0,24166.67
Monthly,34.0,16333.33
Monthly,50.0,36916.67
Monthly,40.0,17416.67
Monthly,21.0,13312.5
Monthly,59.0,25166.67
Monthly,57.0,16333.33
Monthly,27.0,11666.67
Monthly,26.0,8458.33
Monthly,36.0,10208.33
Monthly,26.0,14458.33
Monthly,31.0,30750.0
Monthly,45.0,40833.33
Monthly,50.0,21744.0
Monthly,34.0,14166.67
Monthly,52.0,13416.67
Monthly,44.0,11640.0
Half Yearly,44.0,19333.33
Monthly,43.0,15500.0
Monthly,28.0,10166.67
Monthly,32.0,36500.0
Monthly,50.0,14416.67
Monthly,45.0,22272.0
Monthly,53.0,29166.67
Monthly,33.0,20916.67
Monthly,31.0,11268.0
Monthly,33.0,11184.0
Monthly,53.0,49125.0
Monthly,41.0,3333.33
Monthly,29.0,
Monthly,43.0,25333.33
Monthly,29.0,48000.0
Monthly,39.0,10416.67
Monthly,39.0,14832.0
Half Yearly,40.0,12583.33
Monthly,37.0,20833.33
Monthly,51.0,10833.33
Half Yearly,30.0,13541.67
Monthly,45.0,15583.33
Monthly,41.0,12000.0
Half Yearly,47.0,25333.33
Half Yearly,52.0,21333.33
Monthly,44.0,38768.0
Monthly,52.0,4083.33
Half Yearly,50.0,10833.33
Monthly,55.0,43200.0
Monthly,43.0,31666.67
Monthly,31.0,11928.0
Monthly,36.0,12246.0
Monthly,50.0,26666.67
Monthly,43.0,33166.67
Monthly,38.0,63333.33
Monthly,36.0,28641.67
Monthly,48.0,9600.0
Monthly,39.0,6666.67
